client_id,commune,date_plainte,canal,type_plainte,statut,date_resolution
CUST0911,Bou Saâda,2025-05-26,Formulaire Web,ADSL,Résolu,2025-05-27
CUST0912,Ain El Hadjel,2025-10-20,Appel Call Center,Fibre FTTH,Résolu,2025-11-02
CUST0913,Bou Saâda,2025-12-13,Appel Call Center,Fibre FTTH,En Cours,
CUST0914,Bou Saâda,2025-09-20,Formulaire Web,Service Client,Résolu,2025-09-21
CUST0915,M'Sila,2025-11-28,Formulaire Web,Fibre FTTH,Résolu,2025-12-01
CUST0916,M'Sila,2025-11-08,Appel Call Center,Facturation,Résolu,2025-11-21
CUST0917,Sidi Aïssa,2025-08-05,Plainte Écrite,Facturation,Résolu,2025-08-12
CUST0918,Sidi Aïssa,2025-04-22,Formulaire Web,Facturation,Non Traité,
CUST0919,Ain El Hadjel,2025-11-16,Formulaire Web,Interruption Réseau,En Cours,
CUST0920,Ain El Hadjel,2025-01-04,Plainte Écrite,ADSL,Résolu,2025-01-13
CUST0921,Sidi Aïssa,2025-11-08,Plainte Écrite,Interruption Réseau,Non Traité,
CUST0922,Sidi Aïssa,2025-09-04,Formulaire Web,ADSL,Résolu,2025-09-06
CUST0923,Sidi Aïssa,2025-05-22,Formulaire Web,Facturation,Non Traité,
CUST0924,Sidi Aïssa,2025-04-07,Plainte Écrite,Facturation,En Cours,
CUST0925,Bou Saâda,2025-01-30,Plainte Écrite,Fibre FTTH,Résolu,2025-02-12
CUST0926,Ain El Hadjel,2025-12-15,,Facturation,Résolu,2025-12-18
CUST0927,M'Sila,2025-06-01,Plainte Écrite,Service Client,Résolu,2025-06-06
CUST0928,Ain El Hadjel,2025-01-19,Formulaire Web,Service Client,Résolu,2025-01-29
CUST0929,Bou Saâda,2025-12-18,Formulaire Web,Fibre FTTH,En Cours,
CUST0930,Ain El Hadjel,2025-09-17,Plainte Écrite,Facturation,Résolu,2025-09-22
CUST0931,Bou Saâda,2025-04-03,Plainte Écrite,Interruption Réseau,Résolu,2025-04-08
CUST0932,M'Sila,2025-05-13,Formulaire Web,Fibre FTTH,En Cours,
CUST0933,Bou Saâda,2025-12-02,Plainte Écrite,Facturation,Non Traité,
CUST0934,M'Sila,2025-04-25,Appel Call Center,Facturation,Résolu,2025-05-07
CUST0935,Sidi Aïssa,2025-07-10,Formulaire Web,Facturation,Résolu,2025-07-15
CUST0936,Sidi Aïssa,2025-08-29,Formulaire Web,ADSL,Résolu,2025-08-30
CUST0937,M'Sila,2025-09-14,Formulaire Web,Fibre FTTH,Résolu,2025-09-16
CUST0938,Ain El Hadjel,2025-07-31,Plainte Écrite,Facturation,Non Traité,
CUST0939,M'Sila,2025-04-13,Appel Call Center,Fibre FTTH,Résolu,2025-04-19
CUST0940,Ain El Hadjel,2025-03-15,Plainte Écrite,Service Client,Résolu,2025-03-21
CUST0941,Bou Saâda,2025-06-20,Appel Call Center,Service Client,Résolu,2025-07-01
CUST0942,Bou Saâda,2025-01-03,Formulaire Web,ADSL,Résolu,2025-01-11
CUST0943,Sidi Aïssa,2025-10-23,Appel Call Center,Fibre FTTH,En Cours,
CUST0944,Bou Saâda,2025-03-08,Formulaire Web,ADSL,En Cours,
CUST0945,Ain El Hadjel,2025-07-26,Plainte Écrite,Service Client,Résolu,2025-08-02
CUST0946,Ain El Hadjel,2025-01-20,Formulaire Web,ADSL,Résolu,2025-01-29
CUST0947,Bou Saâda,2025-01-08,,Facturation,Résolu,2025-01-14
CUST0948,Bou Saâda,2025-11-17,Appel Call Center,ADSL,Non Traité,
CUST0949,Bou Saâda,2025-06-09,Appel Call Center,Facturation,Non Traité,
CUST0950,Bou Saâda,2025-09-15,Appel Call Center,Service Client,Résolu,2025-09-25
CUST0951,Sidi Aïssa,2025-01-24,Appel Call Center,ADSL,En Cours,
CUST0952,Sidi Aïssa,2025-09-24,Formulaire Web,Service Client,En Cours,
CUST0953,Sidi Aïssa,2025-06-25,Formulaire Web,Fibre FTTH,Résolu,2025-07-03
CUST0954,Sidi Aïssa,2025-07-26,Appel Call Center,Fibre FTTH,Non Traité,
CUST0955,M'Sila,2025-03-09,Appel Call Center,Fibre FTTH,Résolu,2025-03-13
CUST0956,M'Sila,2025-03-28,Plainte Écrite,Interruption Réseau,Résolu,2025-03-30
CUST0957,Sidi Aïssa,2025-07-12,Plainte Écrite,ADSL,Résolu,2025-07-23
CUST0958,Sidi Aïssa,2025-01-25,Plainte Écrite,Interruption Réseau,Résolu,2025-02-04
CUST0959,M'Sila,2025-12-01,Plainte Écrite,ADSL,Résolu,2025-12-15
CUST0960,M'Sila,2025-08-02,Appel Call Center,ADSL,En Cours,
CUST0961,Ain El Hadjel,2025-10-08,Formulaire Web,ADSL,Résolu,2025-10-13
CUST0962,Ain El Hadjel,2025-04-16,Plainte Écrite,Fibre FTTH,En Cours,
CUST0963,M'Sila,2025-12-05,Formulaire Web,Service Client,Résolu,2025-12-07
CUST0964,Sidi Aïssa,2025-12-25,Plainte Écrite,Interruption Réseau,Résolu,2025-12-28
CUST0965,Ain El Hadjel,2025-11-13,Appel Call Center,Interruption Réseau,Résolu,2025-11-15
CUST0966,Sidi Aïssa,2025-09-12,Appel Call Center,ADSL,Résolu,2025-09-16
CUST0967,Bou Saâda,2025-04-14,Formulaire Web,Interruption Réseau,En Cours,
CUST0968,Sidi Aïssa,2025-06-01,Plainte Écrite,Service Client,Résolu,2025-06-04
CUST0969,M'Sila,2025-04-17,Plainte Écrite,Service Client,Résolu,2025-04-29
CUST0970,Ain El Hadjel,2025-01-02,Formulaire Web,Fibre FTTH,Résolu,2025-01-03
CUST0971,M'Sila,2025-12-09,Appel Call Center,Interruption Réseau,En Cours,
CUST0972,Ain El Hadjel,2025-09-19,Appel Call Center,ADSL,Non Traité,
CUST0973,M'Sila,2025-05-12,Plainte Écrite,ADSL,En Cours,
CUST0974,Bou Saâda,2025-05-16,Formulaire Web,Facturation,Résolu,2025-05-24
CUST0975,M'Sila,2025-01-21,Appel Call Center,Fibre FTTH,Résolu,2025-02-04
CUST0976,Sidi Aïssa,2025-08-07,Formulaire Web,Facturation,Résolu,2025-08-19
CUST0977,M'Sila,2025-01-05,Appel Call Center,ADSL,Résolu,2025-01-19
CUST0978,Bou Saâda,2025-06-18,Plainte Écrite,Fibre FTTH,Résolu,2025-06-24
CUST0979,Ain El Hadjel,2025-02-17,Plainte Écrite,Facturation,Résolu,2025-02-23
CUST0980,Sidi Aïssa,2025-07-25,Appel Call Center,ADSL,Résolu,2025-08-01
CUST0981,Ain El Hadjel,2025-12-20,Formulaire Web,Service Client,Résolu,2025-12-31
CUST0982,Ain El Hadjel,2025-02-27,Formulaire Web,Fibre FTTH,En Cours,
CUST0983,Bou Saâda,2025-03-23,Plainte Écrite,ADSL,Résolu,2025-03-25
CUST0984,Ain El Hadjel,2025-10-19,Plainte Écrite,Service Client,Résolu,2025-10-30
CUST0985,Ain El Hadjel,2025-07-14,Appel Call Center,Interruption Réseau,En Cours,
CUST0986,Sidi Aïssa,2025-12-17,Plainte Écrite,ADSL,Résolu,2025-12-31
CUST0987,Bou Saâda,2025-02-27,Formulaire Web,Service Client,En Cours,
CUST0988,Ain El Hadjel,2025-02-02,Formulaire Web,ADSL,Résolu,2025-02-07
CUST0989,Sidi Aïssa,2025-10-23,Appel Call Center,Interruption Réseau,Résolu,2025-11-04
CUST0990,Bou Saâda,2025-09-23,Plainte Écrite,Facturation,En Cours,
CUST0991,M'Sila,2025-09-04,Formulaire Web,Fibre FTTH,En Cours,
CUST0992,Sidi Aïssa,2025-03-18,Plainte Écrite,Service Client,En Cours,
CUST0993,M'Sila,2025-09-16,Appel Call Center,Fibre FTTH,Résolu,2025-09-30
CUST0994,Ain El Hadjel,2025-02-08,Formulaire Web,Fibre FTTH,Résolu,2025-02-21
CUST0995,Ain El Hadjel,2025-06-19,Formulaire Web,Fibre FTTH,Résolu,2025-06-24
CUST0996,M'Sila,2025-10-09,Plainte Écrite,Fibre FTTH,Résolu,2025-10-20
CUST0997,Ain El Hadjel,2025-02-10,Formulaire Web,Fibre FTTH,Non Traité,
CUST0998,Ain El Hadjel,2025-08-18,Formulaire Web,Interruption Réseau,Résolu,2025-08-20
CUST0999,Ain El Hadjel,2025-03-02,Formulaire Web,Facturation,Non Traité,
CUST1000,Ain El Hadjel,2025-02-22,Plainte Écrite,ADSL,Résolu,2025-03-01
CUST1001,Ain El Hadjel,2025-10-09,Appel Call Center,Interruption Réseau,Résolu,2025-10-10
CUST1002,M'Sila,2025-11-23,Plainte Écrite,Interruption Réseau,Résolu,2025-11-28
CUST1003,Bou Saâda,2025-06-24,Plainte Écrite,Service Client,Non Traité,
CUST1004,Sidi Aïssa,2025-08-21,Appel Call Center,Fibre FTTH,En Cours,
CUST1005,Sidi Aïssa,2025-11-04,Plainte Écrite,Interruption Réseau,En Cours,
CUST1006,Ain El Hadjel,2025-08-20,Plainte Écrite,Facturation,En Cours,
CUST1007,M'Sila,2025-01-02,Appel Call Center,Fibre FTTH,En Cours,
CUST1008,Sidi Aïssa,2025-10-08,Formulaire Web,Facturation,En Cours,
CUST1009,Sidi Aïssa,2025-01-24,,ADSL,Résolu,2025-01-27
CUST1010,Ain El Hadjel,2025-02-24,Appel Call Center,Service Client,Résolu,2025-03-01
CUST1011,Bou Saâda,2025-07-21,Appel Call Center,ADSL,Résolu,2025-07-25
CUST1012,Ain El Hadjel,2025-02-25,Appel Call Center,Facturation,Non Traité,
CUST1013,Ain El Hadjel,2025-03-05,Appel Call Center,Interruption Réseau,Non Traité,
CUST1014,Ain El Hadjel,2025-09-16,Formulaire Web,Interruption Réseau,Résolu,2025-09-19
CUST1015,Ain El Hadjel,2025-01-25,Appel Call Center,Interruption Réseau,En Cours,
CUST1016,Ain El Hadjel,2025-09-18,Plainte Écrite,Service Client,Non Traité,
CUST1017,Bou Saâda,2025-03-30,Plainte Écrite,Interruption Réseau,Résolu,2025-04-11
CUST1018,Bou Saâda,2025-12-03,Appel Call Center,Service Client,Résolu,2025-12-13
CUST1019,Sidi Aïssa,2025-08-03,Plainte Écrite,Service Client,Non Traité,
CUST1020,Bou Saâda,2025-06-25,Formulaire Web,Service Client,Résolu,2025-06-30
CUST1021,Ain El Hadjel,2025-07-31,Appel Call Center,Fibre FTTH,En Cours,
CUST1022,Sidi Aïssa,2025-06-10,Plainte Écrite,Interruption Réseau,Résolu,2025-06-22
CUST1023,Bou Saâda,2025-11-16,Appel Call Center,Fibre FTTH,Non Traité,
CUST1024,Sidi Aïssa,2025-12-11,Plainte Écrite,Facturation,Non Traité,
CUST1025,Bou Saâda,2025-09-15,Plainte Écrite,Fibre FTTH,Non Traité,
CUST1026,Sidi Aïssa,2025-06-30,Plainte Écrite,ADSL,Résolu,2025-07-09
CUST1027,Ain El Hadjel,2025-12-08,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1028,Ain El Hadjel,2025-05-27,Plainte Écrite,Interruption Réseau,En Cours,
CUST1029,Ain El Hadjel,2025-02-24,Appel Call Center,Interruption Réseau,Résolu,2025-02-25
CUST1030,Ain El Hadjel,2025-12-10,Appel Call Center,ADSL,En Cours,
CUST1031,M'Sila,2025-03-24,Appel Call Center,Facturation,Résolu,2025-03-29
CUST1032,Sidi Aïssa,2025-12-20,Appel Call Center,ADSL,Résolu,2025-12-31
CUST1033,Sidi Aïssa,2025-01-17,Appel Call Center,Interruption Réseau,Résolu,2025-01-23
CUST1034,Ain El Hadjel,2025-12-12,Appel Call Center,Interruption Réseau,Résolu,2025-12-24
CUST1035,Bou Saâda,2025-07-19,Plainte Écrite,Interruption Réseau,Résolu,2025-07-23
CUST1036,Sidi Aïssa,2025-07-15,Plainte Écrite,ADSL,En Cours,
CUST1037,Ain El Hadjel,2025-10-10,Formulaire Web,Facturation,Résolu,2025-10-11
CUST1038,M'Sila,2025-04-14,Plainte Écrite,Facturation,En Cours,
CUST1039,Ain El Hadjel,2025-10-29,Appel Call Center,Facturation,Résolu,2025-11-07
CUST1040,Bou Saâda,2025-05-31,Plainte Écrite,Fibre FTTH,Résolu,2025-06-08
CUST1041,Bou Saâda,2025-04-06,Plainte Écrite,ADSL,Résolu,2025-04-09
CUST1042,M'Sila,2025-08-08,Formulaire Web,ADSL,En Cours,
CUST1043,Sidi Aïssa,2025-03-08,Plainte Écrite,Facturation,Résolu,2025-03-11
CUST1044,Sidi Aïssa,2025-08-27,Appel Call Center,Facturation,En Cours,
CUST1045,Bou Saâda,2025-06-15,Appel Call Center,Fibre FTTH,Non Traité,
CUST1046,M'Sila,2025-12-05,Plainte Écrite,Interruption Réseau,En Cours,
CUST1047,Sidi Aïssa,2025-10-09,Formulaire Web,Interruption Réseau,Résolu,2025-10-15
CUST1048,M'Sila,2025-09-27,Plainte Écrite,Facturation,Résolu,2025-10-01
CUST1049,Bou Saâda,2025-09-16,Plainte Écrite,ADSL,Non Traité,
CUST1050,Bou Saâda,2025-10-02,Formulaire Web,Interruption Réseau,Résolu,2025-10-09
CUST1051,M'Sila,2025-04-20,Formulaire Web,Fibre FTTH,Non Traité,
CUST1052,Sidi Aïssa,2025-05-31,Formulaire Web,Facturation,Résolu,2025-06-04
CUST1053,Ain El Hadjel,2025-02-28,Plainte Écrite,ADSL,Non Traité,
CUST1054,Sidi Aïssa,2025-11-25,Formulaire Web,Fibre FTTH,En Cours,
CUST1055,Bou Saâda,2025-07-15,Appel Call Center,Facturation,Non Traité,
CUST1056,M'Sila,2025-10-04,Formulaire Web,Facturation,Résolu,2025-10-16
CUST1057,Sidi Aïssa,2025-07-11,Appel Call Center,Interruption Réseau,En Cours,
CUST1058,Ain El Hadjel,2025-06-01,Formulaire Web,ADSL,Résolu,2025-06-12
CUST1059,Bou Saâda,2025-02-12,Formulaire Web,Interruption Réseau,Résolu,2025-02-14
CUST1060,Bou Saâda,2025-01-04,,Interruption Réseau,En Cours,
CUST1061,M'Sila,2025-12-17,Appel Call Center,Fibre FTTH,Non Traité,
CUST1062,Ain El Hadjel,2025-10-03,Appel Call Center,Fibre FTTH,Non Traité,
CUST1063,Ain El Hadjel,2025-12-18,Plainte Écrite,ADSL,En Cours,
CUST1064,Bou Saâda,2025-06-19,Appel Call Center,Service Client,Résolu,2025-06-20
CUST1065,M'Sila,2025-04-02,Appel Call Center,ADSL,Résolu,2025-04-15
CUST1066,Sidi Aïssa,2025-10-22,Plainte Écrite,ADSL,En Cours,
CUST1067,Bou Saâda,2025-07-18,,Service Client,Résolu,2025-07-26
CUST1068,Ain El Hadjel,2025-01-09,Formulaire Web,Facturation,Résolu,2025-01-16
CUST1069,M'Sila,2025-11-25,Plainte Écrite,ADSL,Résolu,2025-12-07
CUST1070,M'Sila,2025-01-24,Plainte Écrite,Interruption Réseau,Résolu,2025-02-05
CUST1071,M'Sila,2025-02-24,,Interruption Réseau,Résolu,2025-03-01
CUST1072,Sidi Aïssa,2025-05-25,Plainte Écrite,ADSL,Résolu,2025-06-07
CUST1073,Ain El Hadjel,2025-12-05,Formulaire Web,Service Client,Résolu,2025-12-06
CUST1074,Ain El Hadjel,2025-04-23,Appel Call Center,Interruption Réseau,Résolu,2025-04-26
CUST1075,Ain El Hadjel,2025-11-21,Plainte Écrite,Facturation,Non Traité,
CUST1076,Bou Saâda,2025-01-06,,Facturation,Résolu,2025-01-15
CUST1077,Bou Saâda,2025-01-03,Appel Call Center,ADSL,Résolu,2025-01-13
CUST1078,Ain El Hadjel,2025-02-13,Plainte Écrite,Interruption Réseau,En Cours,
CUST1079,Sidi Aïssa,2025-04-19,,Facturation,Résolu,2025-04-26
CUST1080,Bou Saâda,2025-04-24,Appel Call Center,Fibre FTTH,Non Traité,
CUST1081,Sidi Aïssa,2025-04-03,Appel Call Center,ADSL,En Cours,
CUST1082,M'Sila,2025-11-27,Plainte Écrite,Service Client,Résolu,2025-12-06
CUST1083,M'Sila,2025-05-09,Formulaire Web,ADSL,Résolu,2025-05-11
CUST1084,Bou Saâda,2025-09-07,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1085,Sidi Aïssa,2025-12-10,Formulaire Web,Fibre FTTH,Non Traité,
CUST1086,Bou Saâda,2025-11-14,Appel Call Center,Facturation,Résolu,2025-11-16
CUST1087,Bou Saâda,2025-08-19,Formulaire Web,Service Client,En Cours,
CUST1088,Sidi Aïssa,2025-12-22,Plainte Écrite,Facturation,Résolu,2025-12-31
CUST1089,Bou Saâda,2025-07-06,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1090,Sidi Aïssa,2025-01-03,Formulaire Web,Fibre FTTH,Résolu,2025-01-09
CUST1091,Bou Saâda,2025-05-22,Appel Call Center,Service Client,Non Traité,
CUST1092,Sidi Aïssa,2025-09-03,Appel Call Center,Facturation,En Cours,
CUST1093,Ain El Hadjel,2025-06-06,Formulaire Web,Facturation,En Cours,
CUST1094,Ain El Hadjel,2025-03-31,Plainte Écrite,ADSL,Résolu,2025-04-11
CUST1095,M'Sila,2025-10-03,Formulaire Web,Fibre FTTH,Résolu,2025-10-07
CUST1096,Sidi Aïssa,2025-02-08,Plainte Écrite,ADSL,Résolu,2025-02-09
CUST1097,M'Sila,2025-07-27,Plainte Écrite,Interruption Réseau,Résolu,2025-08-09
CUST1098,Bou Saâda,2025-05-14,Appel Call Center,Interruption Réseau,Résolu,2025-05-23
CUST1099,Ain El Hadjel,2025-07-07,Plainte Écrite,Fibre FTTH,En Cours,
CUST1100,Ain El Hadjel,2025-05-29,Appel Call Center,Interruption Réseau,Résolu,2025-06-01
CUST1101,Ain El Hadjel,2025-02-16,Plainte Écrite,Interruption Réseau,Résolu,2025-02-23
CUST1102,Sidi Aïssa,2025-12-06,Plainte Écrite,ADSL,Non Traité,
CUST1103,Bou Saâda,2025-09-21,Plainte Écrite,Fibre FTTH,Non Traité,
CUST1104,Bou Saâda,2025-04-02,Formulaire Web,Fibre FTTH,Non Traité,
CUST1105,Bou Saâda,2025-07-03,Plainte Écrite,Service Client,Non Traité,
CUST1106,M'Sila,2025-04-29,Appel Call Center,Service Client,Résolu,2025-05-01
CUST1107,Sidi Aïssa,2025-01-22,Formulaire Web,Fibre FTTH,Résolu,2025-02-02
CUST1108,Bou Saâda,2025-07-18,Plainte Écrite,Facturation,En Cours,
CUST1109,Ain El Hadjel,2025-01-21,Formulaire Web,ADSL,En Cours,
CUST1110,Sidi Aïssa,2025-11-21,Appel Call Center,Interruption Réseau,Résolu,2025-12-05
CUST1111,Sidi Aïssa,2025-10-24,Plainte Écrite,Facturation,En Cours,
CUST1112,Bou Saâda,2025-07-07,Formulaire Web,Service Client,Résolu,2025-07-17
CUST1113,M'Sila,2025-07-12,Plainte Écrite,Facturation,Résolu,2025-07-16
CUST1114,Ain El Hadjel,2025-09-07,Formulaire Web,Facturation,Résolu,2025-09-20
CUST1115,Ain El Hadjel,2025-09-14,,ADSL,Résolu,2025-09-17
CUST1116,Ain El Hadjel,2025-02-09,,Fibre FTTH,Résolu,2025-02-18
CUST1117,Sidi Aïssa,2025-04-06,Appel Call Center,Fibre FTTH,Résolu,2025-04-09
CUST1118,Sidi Aïssa,2025-12-05,Plainte Écrite,ADSL,Non Traité,
CUST1119,Bou Saâda,2025-02-28,Formulaire Web,Facturation,Résolu,2025-03-08
CUST1120,Ain El Hadjel,2025-10-30,Formulaire Web,Fibre FTTH,Résolu,2025-11-02
CUST1121,Ain El Hadjel,2025-01-23,Appel Call Center,Fibre FTTH,Non Traité,
CUST1122,Bou Saâda,2025-03-24,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1123,Bou Saâda,2025-01-21,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1124,Bou Saâda,2025-05-13,Appel Call Center,Fibre FTTH,En Cours,
CUST1125,Bou Saâda,2025-11-03,Plainte Écrite,Service Client,En Cours,
CUST1126,M'Sila,2025-02-13,Plainte Écrite,Facturation,Résolu,2025-02-17
CUST1127,Ain El Hadjel,2025-09-04,Plainte Écrite,Service Client,Résolu,2025-09-07
CUST1128,Bou Saâda,2025-03-15,Formulaire Web,Interruption Réseau,Résolu,2025-03-28
CUST1129,Bou Saâda,2025-05-16,Plainte Écrite,Interruption Réseau,Résolu,2025-05-19
CUST1130,Sidi Aïssa,2025-10-30,Formulaire Web,Interruption Réseau,Résolu,2025-11-01
CUST1131,Bou Saâda,2025-03-09,Formulaire Web,Service Client,En Cours,
CUST1132,M'Sila,2025-09-25,Appel Call Center,Fibre FTTH,Résolu,2025-10-09
CUST1133,Ain El Hadjel,2025-02-19,Appel Call Center,Interruption Réseau,Résolu,2025-02-22
CUST1134,Ain El Hadjel,2025-01-20,Plainte Écrite,Interruption Réseau,Résolu,2025-02-02
CUST1135,M'Sila,2025-12-04,Appel Call Center,Service Client,En Cours,
CUST1136,Bou Saâda,2025-01-01,Plainte Écrite,Interruption Réseau,Résolu,2025-01-14
CUST1137,Ain El Hadjel,2025-07-09,Plainte Écrite,Service Client,Non Traité,
CUST1138,M'Sila,2025-08-08,Plainte Écrite,Interruption Réseau,Résolu,2025-08-12
CUST1139,Ain El Hadjel,2025-10-29,Formulaire Web,Facturation,Résolu,2025-11-11
CUST1140,M'Sila,2025-05-11,Formulaire Web,Fibre FTTH,Résolu,2025-05-19
CUST1141,Bou Saâda,2025-11-03,Appel Call Center,Facturation,En Cours,
CUST1142,Ain El Hadjel,2025-01-03,Formulaire Web,Fibre FTTH,Résolu,2025-01-15
CUST1143,M'Sila,2025-03-02,Plainte Écrite,Interruption Réseau,En Cours,
CUST1144,M'Sila,2025-12-19,Formulaire Web,Fibre FTTH,Résolu,2025-12-31
CUST1145,Sidi Aïssa,2025-02-24,Formulaire Web,Facturation,Résolu,2025-02-27
CUST1146,Ain El Hadjel,2025-05-10,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1147,Sidi Aïssa,2025-10-17,Plainte Écrite,Service Client,En Cours,
CUST1148,Sidi Aïssa,2025-12-15,Plainte Écrite,Facturation,En Cours,
CUST1149,Ain El Hadjel,2025-10-10,Appel Call Center,Service Client,Non Traité,
CUST1150,Ain El Hadjel,2025-10-14,Appel Call Center,Facturation,Non Traité,
CUST1151,Ain El Hadjel,2025-10-23,Formulaire Web,Facturation,En Cours,
CUST1152,Sidi Aïssa,2025-03-12,Plainte Écrite,Service Client,En Cours,
CUST1153,M'Sila,2025-08-17,Plainte Écrite,Fibre FTTH,En Cours,
CUST1154,Bou Saâda,2025-09-18,Appel Call Center,Fibre FTTH,En Cours,
CUST1155,Ain El Hadjel,2025-11-11,Formulaire Web,Interruption Réseau,En Cours,
CUST1156,M'Sila,2025-11-22,Appel Call Center,Service Client,En Cours,
CUST1157,M'Sila,2025-08-30,Appel Call Center,Fibre FTTH,Résolu,2025-09-09
CUST1158,Ain El Hadjel,2025-05-15,Appel Call Center,ADSL,Non Traité,
CUST1159,Bou Saâda,2025-11-08,Formulaire Web,ADSL,Non Traité,
CUST1160,M'Sila,2025-07-25,Plainte Écrite,Service Client,Résolu,2025-08-04
CUST1161,Sidi Aïssa,2025-01-30,Plainte Écrite,Interruption Réseau,En Cours,
CUST1162,Bou Saâda,2025-08-13,,Service Client,Résolu,2025-08-14
CUST1163,Bou Saâda,2025-05-27,Plainte Écrite,Interruption Réseau,Résolu,2025-05-31
CUST1164,M'Sila,2025-09-22,Plainte Écrite,Interruption Réseau,En Cours,
CUST1165,Bou Saâda,2025-12-12,Plainte Écrite,Fibre FTTH,Résolu,2025-12-13
CUST1166,Sidi Aïssa,2025-03-22,,ADSL,En Cours,
CUST1167,M'Sila,2025-06-30,Formulaire Web,Service Client,En Cours,
CUST1168,Ain El Hadjel,2025-04-13,Formulaire Web,Interruption Réseau,Résolu,2025-04-22
CUST1169,M'Sila,2025-02-16,Plainte Écrite,ADSL,Résolu,2025-02-25
CUST1170,Sidi Aïssa,2025-10-26,Plainte Écrite,Interruption Réseau,Résolu,2025-11-01
CUST1171,Sidi Aïssa,2025-11-07,,Fibre FTTH,En Cours,
CUST1172,Bou Saâda,2025-10-22,Formulaire Web,Service Client,Non Traité,
CUST1173,M'Sila,2025-07-28,Formulaire Web,Fibre FTTH,En Cours,
CUST1174,M'Sila,2025-09-15,Plainte Écrite,ADSL,Résolu,2025-09-20
CUST1175,Sidi Aïssa,2025-05-12,Appel Call Center,Interruption Réseau,En Cours,
CUST1176,Sidi Aïssa,2025-07-13,Plainte Écrite,Service Client,Résolu,2025-07-23
CUST1177,Ain El Hadjel,2025-08-23,Appel Call Center,Facturation,En Cours,
CUST1178,Ain El Hadjel,2025-09-04,Plainte Écrite,ADSL,Résolu,2025-09-06
CUST1179,Sidi Aïssa,2025-11-21,Appel Call Center,Service Client,En Cours,
CUST1180,Bou Saâda,2025-06-11,Plainte Écrite,Fibre FTTH,Résolu,2025-06-18
CUST1181,Sidi Aïssa,2025-01-05,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1182,Sidi Aïssa,2025-02-17,Appel Call Center,Facturation,Résolu,2025-02-24
CUST1183,Sidi Aïssa,2025-04-02,Appel Call Center,Interruption Réseau,En Cours,
CUST1184,Ain El Hadjel,2025-04-22,Formulaire Web,Facturation,Non Traité,
CUST1185,Sidi Aïssa,2025-09-13,Appel Call Center,Fibre FTTH,Résolu,2025-09-25
CUST1186,Bou Saâda,2025-05-16,Appel Call Center,Fibre FTTH,Non Traité,
CUST1187,Bou Saâda,2025-05-08,Appel Call Center,Fibre FTTH,En Cours,
CUST1188,Sidi Aïssa,2025-03-03,Appel Call Center,ADSL,Résolu,2025-03-05
CUST1189,Ain El Hadjel,2025-10-05,Plainte Écrite,ADSL,Résolu,2025-10-06
CUST1190,Ain El Hadjel,2025-06-11,Formulaire Web,Interruption Réseau,En Cours,
CUST1191,Ain El Hadjel,2025-09-09,Plainte Écrite,Facturation,Résolu,2025-09-12
CUST1192,Sidi Aïssa,2025-10-23,Formulaire Web,Fibre FTTH,Résolu,2025-10-26
CUST1193,M'Sila,2025-09-02,Plainte Écrite,Service Client,Résolu,2025-09-11
CUST1194,M'Sila,2025-07-21,Plainte Écrite,Facturation,En Cours,
CUST1195,Bou Saâda,2025-12-24,,ADSL,Résolu,2025-12-31
CUST1196,Ain El Hadjel,2025-01-07,Formulaire Web,ADSL,Non Traité,
CUST1197,Bou Saâda,2025-02-21,Formulaire Web,Interruption Réseau,Non Traité,
CUST1198,Sidi Aïssa,2025-05-13,Formulaire Web,Interruption Réseau,Non Traité,
CUST1199,Bou Saâda,2025-05-02,Plainte Écrite,Facturation,En Cours,
CUST1200,Sidi Aïssa,2025-06-25,Formulaire Web,Interruption Réseau,Résolu,2025-07-01
CUST1201,Bou Saâda,2025-04-18,Formulaire Web,Service Client,En Cours,
CUST1202,Ain El Hadjel,2025-07-06,Plainte Écrite,Facturation,Résolu,2025-07-20
CUST1203,Ain El Hadjel,2025-04-03,,Service Client,Résolu,2025-04-13
CUST1204,Bou Saâda,2025-02-21,Plainte Écrite,Fibre FTTH,Résolu,2025-03-05
CUST1205,Sidi Aïssa,2025-08-10,Appel Call Center,Interruption Réseau,Résolu,2025-08-24
CUST1206,Ain El Hadjel,2025-03-18,Appel Call Center,Fibre FTTH,En Cours,
CUST1207,Ain El Hadjel,2025-08-04,Appel Call Center,Fibre FTTH,En Cours,
CUST1208,Ain El Hadjel,2025-10-01,Appel Call Center,Interruption Réseau,Résolu,2025-10-13
CUST1209,Sidi Aïssa,2025-05-09,Formulaire Web,Facturation,Résolu,2025-05-18
CUST1210,M'Sila,2025-12-20,Formulaire Web,ADSL,Non Traité,
CUST1211,Bou Saâda,2025-05-11,Appel Call Center,Fibre FTTH,Résolu,2025-05-19
CUST1212,M'Sila,2025-05-14,Formulaire Web,Facturation,Résolu,2025-05-20
CUST1213,Sidi Aïssa,2025-05-12,Plainte Écrite,Interruption Réseau,Résolu,2025-05-18
